foreground_path,background_path,right_visibility_score,left_visibility_score,signed_score_difference,absolute_score_difference,right_clip_ratio,left_clip_ratio,disparity_deg,disparity_px,rank
C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\fg_imgs\9_fg_Tex5_lumi_quarter_dotted_0188.jpg,C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\bg_imgs\10_bg_Tex5_spiralled_0116.jpg,0.4213436245918274,0.343871533870697,-0.07747209072113037,0.07747209072113037,0.00022125244140625,0.066192626953125,4.0946852325771905,265,1
C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\fg_imgs\9_fg_Tex5_lumi_half_dotted_0188.jpg,C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\bg_imgs\10_bg_Tex5_spiralled_0116.jpg,0.4907568097114563,0.43000495433807373,-0.06075185537338257,0.06075185537338257,0.000213623046875,0.06689071655273438,4.0946852325771905,265,2
C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\fg_imgs\9_fg_Tex5_lumi_default_dotted_0188.jpg,C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\bg_imgs\6_bg_Tex3_matted_0046.jpg,0.5524040460586548,0.5958408117294312,0.04343676567077637,0.04343676567077637,0.000843048095703125,0.002197265625,4.0946852325771905,265,3
C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\fg_imgs\9_fg_Tex5_lumi_half_dotted_0188.jpg,C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\bg_imgs\6_bg_Tex3_matted_0046.jpg,0.41439783573150635,0.4567015767097473,0.04230374097824097,0.04230374097824097,0.000885009765625,0.001995086669921875,4.0946852325771905,265,4
C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\fg_imgs\5_fg_Tex3_lumi_quarter_pleated_0172.jpg,C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\bg_imgs\10_bg_Tex5_spiralled_0116.jpg,0.336355060338974,0.29689306020736694,-0.039462000131607056,0.039462000131607056,0.0,0.06784820556640625,4.0946852325771905,265,5
C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\fg_imgs\3_fg_Tex2_lumi_quarter_stained_0083.jpg,C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\bg_imgs\10_bg_Tex5_spiralled_0116.jpg,0.27720582485198975,0.23908348381519318,-0.03812234103679657,0.03812234103679657,0.0,0.0,4.0946852325771905,265,6
C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\fg_imgs\9_fg_Tex5_lumi_quarter_dotted_0188.jpg,C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\bg_imgs\6_bg_Tex3_matted_0046.jpg,0.3305404484272003,0.366918683052063,0.03637823462486267,0.03637823462486267,0.0009307861328125,0.001827239990234375,4.0946852325771905,265,7
C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\fg_imgs\3_fg_Tex2_lumi_default_stained_0083.jpg,C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\bg_imgs\10_bg_Tex5_spiralled_0116.jpg,0.32959356904029846,0.29322153329849243,-0.03637203574180603,0.03637203574180603,0.0,0.0,4.0946852325771905,265,8
C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\fg_imgs\3_fg_Tex2_lumi_half_stained_0083.jpg,C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\bg_imgs\10_bg_Tex5_spiralled_0116.jpg,0.28591904044151306,0.25166013836860657,-0.034258902072906494,0.034258902072906494,0.0,0.0,4.0946852325771905,265,9
C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\fg_imgs\5_fg_Tex3_lumi_default_pleated_0172.jpg,C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\bg_imgs\10_bg_Tex5_spiralled_0116.jpg,0.5121803283691406,0.4791596531867981,-0.03302067518234253,0.03302067518234253,0.0,0.0093536376953125,4.0946852325771905,265,10
C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\fg_imgs\5_fg_Tex3_lumi_half_pleated_0172.jpg,C:\Users\Hamada.MSI\Desktop\Hamada\lab\data\processed\images\pre-experiment-image\bg_imgs\10_bg_Tex5_spiralled_0116.jpg,0.4120487868785858,0.3811601400375366,-0.030888646841049194,0.030888646841049194,0.0,0.05902862548828125,4.0946852325771905,265,11
